Participant,Condition,Segment_ID,ROI,abs_power,relative_power
VJJ,Control,1,CPP,5.498713096828866e-13,0.6148766001684538
VJJ,Control,2,Frontal,2.5961782771300056e-12,1.5223440564507553
VJJ,Control,2,Auditory,1.6522766975175339e-12,0.9688601249905393
VJJ,Control,2,Occipital_Visual,1.2922262171765503e-12,0.7577341350699757
VJJ,Control,2,Gonzalez,2.0076572066453505e-12,1.1772477425185799
VJJ,Control,2,CPP,6.5023696553202e-13,0.3812852100652085
VJJ,Control,3,Frontal,1.6876102516561639e-12,1.436863314601342
VJJ,Control,3,Auditory,1.2870949981802715e-12,1.0958570460668833
VJJ,Control,3,Occipital_Visual,6.915845923639263e-13,0.5888282135854846
VJJ,Control,3,Gonzalez,1.206338017307528e-12,1.0270990238279614
VJJ,Control,3,CPP,4.179449753158559e-13,0.3558462636523908
VJJ,Control,4,Frontal,5.381779316941136e-12,1.6328269802564341
VJJ,Control,4,Auditory,4.438400263046737e-12,1.3466066280099818
VJJ,Control,4,Occipital_Visual,7.963541562572242e-13,0.24161313119676664
VJJ,Control,4,Gonzalez,4.808811114482171e-12,1.4589889455270992
VJJ,Control,4,CPP,6.862678717342401e-13,0.20821305197770995
VJJ,Control,5,Frontal,1.1994524496058562e-12,1.0825798867033418
VJJ,Control,5,Auditory,1.206075971136594e-12,1.0885580238030488
VJJ,Control,5,Occipital_Visual,6.8488803602177e-13,0.6181537356354255
VJJ,Control,5,Gonzalez,1.1501406933865674e-12,1.0380729823416368
VJJ,Control,5,CPP,4.093581392517809e-13,0.3694709933335902
VJJ,Control,6,Frontal,2.7888791999604776e-12,1.5684718999518976
VJJ,Control,6,Auditory,2.288432042742261e-12,1.2870192993807772
VJJ,Control,6,Occipital_Visual,3.8786560799244786e-13,0.21813648547507325
VJJ,Control,6,Gonzalez,2.015569325472093e-12,1.1335606968752103
VJJ,Control,6,CPP,4.4701884331570795e-13,0.25140439732908626
VJJ,Control,7,Frontal,7.583811050169059e-13,1.02290613392409
VJJ,Control,7,Auditory,9.18296005937798e-13,1.2385997106439335
VJJ,Control,7,Occipital_Visual,4.773567755166485e-13,0.6438598885389154
VJJ,Control,7,Gonzalez,7.982851984055617e-13,1.0767288645089004
VJJ,Control,7,CPP,3.043027528545276e-13,0.4104442349706797
VJJ,Control,8,Frontal,1.2101422007497306e-12,0.9987182204548698
VJJ,Control,8,Auditory,1.3246883981938032e-12,1.0932520482978634
VJJ,Control,8,Occipital_Visual,1.2751785104891584e-12,1.052392034563387
VJJ,Control,8,Gonzalez,1.8273945928140245e-12,1.508130428534252
VJJ,Control,8,CPP,2.4432928485418407e-13,0.20164250814772358
VJJ,Control,9,Frontal,1.3294641167706834e-12,1.1364973577981212
VJJ,Control,9,Auditory,1.3846858739493557e-12,1.18370388284445
VJJ,Control,9,Occipital_Visual,7.793415325105724e-13,0.666223015234175
VJJ,Control,9,Gonzalez,1.5376830480721836e-12,1.3144940876703883
VJJ,Control,9,CPP,3.7926588874770063e-13,0.32421685927990057
VJJ,Control,10,Frontal,1.1523559712983549e-12,1.2631567621511115
VJJ,Control,10,Auditory,1.136185963157883e-12,1.2454319829722762
VJJ,Control,10,Occipital_Visual,3.7412190304824044e-13,0.4100942967924916
VJJ,Control,10,Gonzalez,9.21953189151972e-13,1.0106003997636062
VJJ,Control,10,CPP,2.453273307213888e-13,0.26891592915690454
VJJ,Control,11,Frontal,3.036099787911469e-12,1.9859031449660183
VJJ,Control,11,Auditory,1.6036661210311116e-12,1.0489528723368842
VJJ,Control,11,Occipital_Visual,4.4446775296629324e-13,0.29072493333920657
VJJ,Control,11,Gonzalez,1.5978265665611815e-12,1.0451332384654255
VJJ,Control,11,CPP,2.1455069049596672e-13,0.14033691932888318
VJJ,Control,12,Frontal,1.4783749139873827e-12,1.1354045394412784
VJJ,Control,12,Auditory,1.7415166471676194e-12,1.3374996342257643
VJJ,Control,12,Occipital_Visual,6.515126301298333e-13,0.5003672551217632
VJJ,Control,12,Gonzalez,1.8036923124554525e-12,1.3852510753133191
VJJ,Control,12,CPP,5.410122063414522e-13,0.4155019874603128
